clasificador,n_estimators,max_depth,max_features,bootstrap,weight_color,f1_score
RF,50,10.0,log2,True,0.7,0.499016511633496
RF,50,10.0,log2,True,0.8,0.498052612702219
RF,50,10.0,log2,False,0.2,0.5052743547334371
RF,50,10.0,log2,False,0.3,0.5142648072052425
RF,50,10.0,log2,False,0.4,0.5269419345431683
RF,50,10.0,log2,False,0.5,0.5270385174108604
RF,50,10.0,log2,False,0.6,0.5322411991631968
RF,50,10.0,log2,False,0.7,0.5342672994877551
RF,50,10.0,log2,False,0.8,0.5163544053025956
RF,50,10.0,0.5,True,0.2,0.5735256059543365
RF,50,10.0,0.5,True,0.3,0.5818541969693263
RF,50,10.0,0.5,True,0.4,0.5902854469914033
RF,50,10.0,0.5,True,0.5,0.59091445903702
RF,50,10.0,0.5,True,0.6,0.591699577711569
RF,50,10.0,0.5,True,0.7,0.5885714452201831
RF,50,10.0,0.5,True,0.8,0.5795922251527867
RF,50,10.0,0.5,False,0.2,0.5805559051304069
RF,50,10.0,0.5,False,0.3,0.5985783335600106
RF,50,10.0,0.5,False,0.4,0.6075676640496775
RF,50,10.0,0.5,False,0.5,0.6133823605871551
RF,50,10.0,0.5,False,0.6,0.605559379323819
RF,50,10.0,0.5,False,0.7,0.5963809725844732
RF,50,10.0,0.5,False,0.8,0.575629569586489
RF,50,20.0,sqrt,True,0.2,0.6728179096329947
RF,50,20.0,sqrt,True,0.3,0.6744636227465248
RF,50,20.0,sqrt,True,0.4,0.6757346371507115
RF,50,20.0,sqrt,True,0.5,0.6702379913000358
RF,50,20.0,sqrt,True,0.6,0.6692613099810705
RF,50,20.0,sqrt,True,0.7,0.6590346702074228
RF,50,20.0,sqrt,True,0.8,0.644842559472029
RF,50,20.0,sqrt,False,0.2,0.682651749111457
RF,50,20.0,sqrt,False,0.3,0.6904960141124828
RF,50,20.0,sqrt,False,0.4,0.6917031472410153
RF,50,20.0,sqrt,False,0.5,0.6866367135139759
RF,50,20.0,sqrt,False,0.6,0.6804330043227649
RF,50,20.0,sqrt,False,0.7,0.6741061877127337
RF,50,20.0,sqrt,False,0.8,0.6622633179019186
RF,50,20.0,log2,True,0.2,0.667136719629203
RF,50,20.0,log2,True,0.3,0.6702120929834124
RF,50,20.0,log2,True,0.4,0.6687413610732952
